Customer ID,Cluster,Cluster_Name
13190,1,Emerging
13191,1,Emerging
13192,3,Inactive
13193,1,Emerging
13194,3,Inactive
13195,1,Emerging
13196,3,Inactive
13197,1,Emerging
13198,0,Standard
13199,0,Standard
13200,1,Emerging
13201,1,Emerging
13202,1,Emerging
13203,3,Inactive
13204,1,Emerging
13205,1,Emerging
13206,0,Standard
13207,3,Inactive
13208,3,Inactive
13209,0,Standard
13210,1,Emerging
13211,3,Inactive
13212,1,Emerging
13213,3,Inactive
13214,1,Emerging
13215,1,Emerging
13216,1,Emerging
13217,3,Inactive
13218,1,Emerging
13219,1,Emerging
13220,3,Inactive
13221,1,Emerging
13222,1,Emerging
13223,3,Inactive
13224,1,Emerging
13225,3,Inactive
13226,1,Emerging
13227,1,Emerging
13228,1,Emerging
13229,1,Emerging
13230,0,Standard
13232,3,Inactive
13233,3,Inactive
13234,1,Emerging
13235,1,Emerging
13236,1,Emerging
13237,1,Emerging
13238,3,Inactive
13239,1,Emerging
13240,3,Inactive
13241,1,Emerging
13242,3,Inactive
13243,3,Inactive
13244,1,Emerging
13245,3,Inactive
13246,0,Standard
13247,1,Emerging
13248,1,Emerging
13249,3,Inactive
13250,1,Emerging
13251,1,Emerging
13252,3,Inactive
13253,3,Inactive
13254,1,Emerging
13255,3,Inactive
13257,1,Emerging
13258,3,Inactive
13259,0,Standard
13260,1,Emerging
13261,1,Emerging
13262,3,Inactive
13263,0,Standard
13264,1,Emerging
13265,3,Inactive
13266,0,Standard
13267,0,Standard
13268,0,Standard
13269,0,Standard
13270,1,Emerging
13271,1,Emerging
13272,1,Emerging
13273,1,Emerging
13274,1,Emerging
13275,3,Inactive
13276,3,Inactive
13277,3,Inactive
13278,3,Inactive
13279,1,Emerging
13280,3,Inactive
13281,1,Emerging
13282,3,Inactive
13283,3,Inactive
13284,1,Emerging
13285,3,Inactive
13286,1,Emerging
13287,1,Emerging
13288,1,Emerging
13289,1,Emerging
13290,1,Emerging
13291,3,Inactive
13292,3,Inactive
13293,1,Emerging
13294,3,Inactive
13295,1,Emerging
13296,3,Inactive
13297,3,Inactive
13298,1,Emerging
13299,3,Inactive
13300,3,Inactive
13301,1,Emerging
13302,3,Inactive
13303,1,Emerging
13304,3,Inactive
13305,3,Inactive
13306,1,Emerging
13307,3,Inactive
13308,3,Inactive
13309,3,Inactive
13310,3,Inactive
13311,3,Inactive
13312,1,Emerging
13313,3,Inactive
13314,1,Emerging
13315,1,Emerging
13316,3,Inactive
13317,0,Standard
13318,1,Emerging
13319,0,Standard
13320,3,Inactive
13321,1,Emerging
13322,1,Emerging
13323,1,Emerging
13324,3,Inactive
13325,1,Emerging
13326,1,Emerging
13327,0,Standard
13328,1,Emerging
13329,3,Inactive
13330,3,Inactive
13331,1,Emerging
13332,1,Emerging
13333,1,Emerging
13334,0,Standard
13336,1,Emerging
13337,1,Emerging
13338,3,Inactive
13339,1,Emerging
13340,0,Standard
13341,1,Emerging
13343,1,Emerging
13344,3,Inactive
13345,1,Emerging
13346,1,Emerging
13347,1,Emerging
13348,1,Emerging
13349,1,Emerging
13350,1,Emerging
13351,1,Emerging
13352,1,Emerging
13354,1,Emerging
13355,1,Emerging
13356,1,Emerging
13357,3,Inactive
13358,1,Emerging
13359,3,Inactive
13360,1,Emerging
13361,1,Emerging
13362,3,Inactive
13363,3,Inactive
13364,1,Emerging
13365,3,Inactive
13366,1,Emerging
13367,1,Emerging
13368,1,Emerging
13369,1,Emerging
13370,1,Emerging
13371,1,Emerging
13372,1,Emerging
13373,0,Standard
13374,1,Emerging
13375,3,Inactive
13376,1,Emerging
13377,3,Inactive
13379,1,Emerging
13380,1,Emerging
13381,0,Standard
13382,3,Inactive
13383,1,Emerging
13384,3,Inactive
13385,1,Emerging
13386,1,Emerging
13387,1,Emerging
13388,3,Inactive
13389,3,Inactive
13390,1,Emerging
13391,1,Emerging
13392,1,Emerging
13393,1,Emerging
13394,0,Standard
13395,3,Inactive
13396,3,Inactive
13397,3,Inactive
13398,3,Inactive
13399,1,Emerging
13400,1,Emerging
13402,3,Inactive
13403,3,Inactive
13404,3,Inactive
13405,3,Inactive
13406,1,Emerging
13407,1,Emerging
13408,0,Standard
13410,3,Inactive
13411,1,Emerging
13412,1,Emerging
13413,1,Emerging
13414,3,Inactive
13415,1,Emerging
13416,3,Inactive
13417,3,Inactive
13418,0,Standard
13419,1,Emerging
13420,1,Emerging
13421,3,Inactive
13422,1,Emerging
13423,1,Emerging
13424,1,Emerging
13425,3,Inactive
13426,0,Standard
13427,3,Inactive
13428,3,Inactive
13429,1,Emerging
13430,1,Emerging
13431,3,Inactive
13432,1,Emerging
13433,1,Emerging
13434,3,Inactive
13435,3,Inactive
13436,1,Emerging
13437,1,Emerging
13438,1,Emerging
13439,3,Inactive
13440,1,Emerging
13441,3,Inactive
13442,1,Emerging
13443,1,Emerging
13444,1,Emerging
13445,1,Emerging
13446,1,Emerging
13447,1,Emerging
13448,0,Standard
13449,1,Emerging
13450,3,Inactive
13451,0,Standard
13452,1,Emerging
13453,3,Inactive
13454,1,Emerging
13455,3,Inactive
13456,1,Emerging
13457,1,Emerging
13458,0,Standard
13459,1,Emerging
13460,1,Emerging
13461,3,Inactive
13462,3,Inactive
13464,3,Inactive
13465,1,Emerging
13466,3,Inactive
13467,1,Emerging
13468,0,Standard
13469,1,Emerging
13470,1,Emerging
13471,1,Emerging
13472,1,Emerging
13473,3,Inactive
13474,3,Inactive
13475,1,Emerging
13476,3,Inactive
13477,3,Inactive
13478,1,Emerging
13479,3,Inactive
13480,3,Inactive
13481,3,Inactive
13482,3,Inactive
13483,1,Emerging
13484,3,Inactive
13485,3,Inactive
13486,1,Emerging
13487,3,Inactive
13488,0,Standard
13489,1,Emerging
13490,1,Emerging
13491,0,Standard
13492,1,Emerging
13493,1,Emerging
13494,1,Emerging
13495,3,Inactive
13496,3,Inactive
13497,3,Inactive
13498,1,Emerging
13499,3,Inactive
13500,3,Inactive
13501,3,Inactive
13502,3,Inactive
13503,3,Inactive
13504,1,Emerging
13505,3,Inactive
13506,1,Emerging
13507,3,Inactive
13508,3,Inactive
13509,3,Inactive
13510,3,Inactive
13511,1,Emerging
13512,3,Inactive
13513,3,Inactive
13514,3,Inactive
13515,3,Inactive
13516,3,Inactive
13517,1,Emerging
13518,1,Emerging
13519,3,Inactive
13520,3,Inactive
13521,0,Standard
13522,1,Emerging
13523,3,Inactive
13524,1,Emerging
13525,3,Inactive
13526,1,Emerging
13527,0,Standard
13529,1,Emerging
13530,1,Emerging
13531,3,Inactive
13532,1,Emerging
13533,1,Emerging
13534,0,Standard
13535,1,Emerging
13536,1,Emerging
13537,1,Emerging
13538,3,Inactive
13539,3,Inactive
13540,1,Emerging
13541,1,Emerging
13542,1,Emerging
13543,1,Emerging
13544,3,Inactive
13545,1,Emerging
13546,3,Inactive
13547,1,Emerging
13548,3,Inactive
13549,3,Inactive
13550,1,Emerging
13551,3,Inactive
13552,0,Standard
13553,1,Emerging
13554,1,Emerging
13555,0,Standard
13556,1,Emerging
13557,3,Inactive
13558,1,Emerging
13559,1,Emerging
13560,1,Emerging
13561,3,Inactive
13562,3,Inactive
13563,1,Emerging
13564,0,Standard
13565,3,Inactive
13566,3,Inactive
13567,1,Emerging
13568,1,Emerging
13569,3,Inactive
13570,1,Emerging
13571,0,Standard
13572,1,Emerging
13573,3,Inactive
13574,1,Emerging
13575,1,Emerging
13576,0,Standard
13577,3,Inactive
13578,1,Emerging
13579,3,Inactive
13580,1,Emerging
13581,1,Emerging
13582,3,Inactive
13583,3,Inactive
13584,3,Inactive
13585,1,Emerging
13586,1,Emerging
13587,3,Inactive
13588,3,Inactive
13589,3,Inactive
13590,0,Standard
13591,3,Inactive
13592,3,Inactive
13593,0,Standard
13594,3,Inactive
13595,1,Emerging
13596,1,Emerging
13597,1,Emerging
13598,3,Inactive
13599,0,Standard
13600,3,Inactive
13601,3,Inactive
13602,3,Inactive
13603,1,Emerging
13604,1,Emerging
13605,1,Emerging
13606,3,Inactive
13607,3,Inactive
13608,1,Emerging
13609,1,Emerging
13610,0,Standard
13611,3,Inactive
13612,1,Emerging
13613,1,Emerging
13614,3,Inactive
13615,0,Standard
13616,1,Emerging
13617,3,Inactive
13618,1,Emerging
13619,1,Emerging
13620,1,Emerging
13621,1,Emerging
13622,1,Emerging
13623,3,Inactive
13624,1,Emerging
13625,1,Emerging
13626,1,Emerging
13627,3,Inactive
13628,1,Emerging
13629,3,Inactive
13630,3,Inactive
13631,1,Emerging
13632,3,Inactive
13634,0,Standard
13635,3,Inactive
13636,3,Inactive
13637,3,Inactive
13638,1,Emerging
13639,3,Inactive
13640,1,Emerging
13641,1,Emerging
13642,1,Emerging
13643,3,Inactive
13644,1,Emerging
13645,1,Emerging
13646,1,Emerging
13647,3,Inactive
13648,1,Emerging
13649,1,Emerging
13650,3,Inactive
13651,3,Inactive
13652,3,Inactive
13653,1,Emerging
13654,0,Standard
13655,3,Inactive
13656,3,Inactive
13657,3,Inactive
13658,3,Inactive
13659,0,Standard
13660,1,Emerging
13661,1,Emerging
13662,3,Inactive
13663,3,Inactive
13665,1,Emerging
13666,3,Inactive
13667,1,Emerging
13668,0,Standard
13669,3,Inactive
13670,1,Emerging
13671,1,Emerging
13672,3,Inactive
13673,1,Emerging
13674,1,Emerging
13675,1,Emerging
13676,1,Emerging
13677,1,Emerging
13678,1,Emerging
13679,1,Emerging
13680,0,Standard
13681,1,Emerging
13682,1,Emerging
13683,1,Emerging
13684,3,Inactive
13685,1,Emerging
13686,3,Inactive
13687,1,Emerging
13688,1,Emerging
13689,3,Inactive
13690,1,Emerging
13691,1,Emerging
13692,3,Inactive
13693,1,Emerging
13694,4,Frequent
13695,3,Inactive
13696,1,Emerging
13697,1,Emerging
13698,1,Emerging
13699,3,Inactive
13700,3,Inactive
13701,1,Emerging
13702,1,Emerging
13703,1,Emerging
13704,1,Emerging
13705,3,Inactive
13706,3,Inactive
13707,3,Inactive
13708,1,Emerging
13709,0,Standard
13710,3,Inactive
13711,3,Inactive
13712,3,Inactive
13713,1,Emerging
13714,1,Emerging
13715,0,Standard
13716,1,Emerging
13717,3,Inactive
13718,1,Emerging
13719,3,Inactive
13720,1,Emerging
13721,3,Inactive
13722,3,Inactive
13723,3,Inactive
13724,1,Emerging
13725,3,Inactive
13726,1,Emerging
13727,3,Inactive
13728,3,Inactive
13729,1,Emerging
13730,1,Emerging
13731,1,Emerging
13732,1,Emerging
13733,3,Inactive
13734,1,Emerging
13735,0,Standard
13736,0,Standard
13737,1,Emerging
13738,1,Emerging
13739,3,Inactive
13740,3,Inactive
13741,1,Emerging
13742,0,Standard
13743,3,Inactive
13744,3,Inactive
13745,3,Inactive
13746,1,Emerging
13747,1,Emerging
13748,3,Inactive
13750,3,Inactive
13751,1,Emerging
13752,3,Inactive
13753,3,Inactive
13754,3,Inactive
13755,1,Emerging
13756,0,Standard
13757,1,Emerging
13758,0,Standard
13759,1,Emerging
13760,3,Inactive
13761,3,Inactive
13762,3,Inactive
13763,3,Inactive
13764,0,Standard
13765,1,Emerging
13766,1,Emerging
13767,0,Standard
13768,1,Emerging
13769,0,Standard
13770,1,Emerging
13771,3,Inactive
13772,0,Standard
13773,3,Inactive
13774,1,Emerging
