Customer ID,Recency,Frequency,Monetary_Total,Monetary_Avg,Monetary_Std,Transaction_Count,R_Score,F_Score,M_Score,RFM_Segment,Rule_Segment,FirstPurchaseDate,LastPurchaseDate,CustomerLifespan_Days,UniqueProdCategories,Country,MaxTransactionAmount,AvgDaysBetweenPurchases
12471,1,79,39963.79,35.148452066842566,58.02690139759332,1137,5,5,5,555,Champions,2009-12-07 10:41:00,2011-12-07 15:43:00,730,255,Germany,876.0,9.240506329113924
12472,31,19,17880.59,19.62743139407245,14.582722819267497,911,4,5,5,455,Champions,2009-12-14 10:49:00,2011-11-07 14:01:00,693,397,Germany,126.0,36.473684210526315
12473,28,5,3938.55,23.44375,53.242991326316854,168,4,4,5,445,Champions,2011-06-01 10:15:00,2011-11-10 13:46:00,162,140,Germany,549.34,32.4
12474,16,31,12424.45,17.499225352112678,10.105013675086559,710,5,5,5,555,Champions,2010-02-11 09:41:00,2011-11-22 14:39:00,649,369,Germany,72.0,20.93548387096774
12475,53,2,1149.64,18.846557377049184,9.509110348370468,61,4,2,3,423,Standard,2010-10-26 08:49:00,2011-10-17 10:10:00,356,54,Germany,54.0,178.0
12476,15,23,14115.41,27.35544573643411,24.332267608782356,516,5,5,5,555,Champions,2010-07-26 09:04:00,2011-11-24 12:40:00,486,358,Germany,216.0,21.130434782608695
12477,22,9,20276.37,35.95101063829787,40.45684152467463,564,4,5,5,455,Champions,2010-03-26 14:01:00,2011-11-17 09:51:00,600,295,Germany,390.0,66.66666666666667
12478,3,1,680.99,18.91638888888889,20.812875568850277,36,5,1,3,513,Standard,2011-12-06 09:56:00,2011-12-06 09:56:00,0,36,Greece,135.0,0.0
12479,10,1,527.2,17.006451612903227,9.067401152254927,31,5,1,2,512,Standard,2011-11-28 13:26:00,2011-11-28 13:26:00,0,31,Germany,54.0,0.0
12480,27,7,5464.85,22.58202479338843,31.325330271684102,242,4,4,5,445,Champions,2010-07-20 13:21:00,2011-11-11 14:52:00,479,177,Germany,318.0,68.42857142857143
12481,22,15,12361.39,31.61480818414322,30.20072564761648,391,4,5,5,455,Champions,2010-04-11 13:10:00,2011-11-17 08:29:00,584,248,Germany,306.0,38.93333333333333
12482,575,29,23691.4,116.1343137254902,97.91981493379963,204,1,5,5,155,At_Risk_HighValue,2010-02-24 10:24:00,2010-05-12 16:51:00,77,42,Sweden,874.84,2.6551724137931036
12483,16,19,5120.58,36.83870503597122,30.377078501905288,139,5,5,5,555,Champions,2010-01-31 13:28:00,2011-11-22 17:02:00,660,68,Sweden,200.0,34.73684210526316
12484,32,12,6370.15,13.410842105263157,17.620056553832303,475,4,5,5,455,Champions,2010-01-27 16:41:00,2011-11-07 11:37:00,648,329,Spain,196.0,54.0
12485,528,1,708.1,20.826470588235296,15.104591090600906,34,1,1,3,113,Dormant,2010-06-28 15:22:00,2010-06-28 15:22:00,0,34,Sweden,76.19999999999999,0.0
12486,431,1,1037.28,21.168979591836734,16.24287141652428,49,1,1,3,113,Dormant,2010-10-04 12:14:00,2010-10-04 12:14:00,0,49,Sweden,120.0,0.0
12487,730,1,285.3,142.65,93.55022715098025,2,1,1,1,111,Dormant,2009-12-09 11:36:00,2009-12-09 11:36:00,0,2,Sweden,208.8,0.0
12488,9,3,1298.66,23.612000000000002,16.826931830099472,55,5,3,4,534,Loyal,2011-09-25 10:34:00,2011-11-30 08:50:00,65,46,France,84.75,21.666666666666668
12489,335,1,334.93,22.328666666666667,8.673208227200645,15,2,1,2,212,Dormant,2011-01-07 13:13:00,2011-01-07 13:13:00,0,15,France,36.0,0.0
12490,4,21,9823.64,21.26329004329004,15.49963520661863,462,5,5,5,555,Champions,2009-12-01 12:52:00,2011-12-04 16:07:00,733,195,France,171.84,34.904761904761905
12491,38,1,460.40000000000003,17.70769230769231,9.367493712916941,26,4,1,2,412,Standard,2011-11-01 12:18:00,2011-11-01 12:18:00,0,25,France,46.8,0.0
12492,62,3,715.21,17.028809523809525,10.902773243622848,42,3,3,3,333,Standard,2010-11-01 14:58:00,2011-10-07 15:15:00,340,38,Germany,72.0,113.33333333333333
12493,165,2,433.74,19.715454545454545,5.7762227955256185,22,3,2,2,322,Standard,2011-05-26 14:53:00,2011-06-27 10:17:00,31,20,France,36.0,15.5
12494,15,9,1872.8700000000001,16.872702702702703,7.7707503961909445,111,5,5,4,554,Champions,2010-05-12 13:52:00,2011-11-24 09:34:00,560,83,France,54.0,62.22222222222222
12495,640,1,357.4,21.023529411764706,15.613867210422468,17,1,1,2,112,Dormant,2010-03-09 10:53:00,2010-03-09 10:53:00,0,17,Sweden,80.0,0.0
12496,619,2,54.09,4.160769230769231,3.0424509350698976,13,1,2,1,121,Dormant,2010-03-29 13:57:00,2010-03-29 14:06:00,0,10,Spain,10.2,0.0
12497,81,3,6248.5,109.62280701754386,79.08163670162955,57,3,3,5,335,Standard,2010-03-05 09:39:00,2011-09-19 12:29:00,563,41,Germany,338.0,187.66666666666666
12498,20,3,403.70000000000005,17.55217391304348,6.960856110175046,23,4,3,2,432,Loyal,2011-10-13 09:30:00,2011-11-18 12:53:00,36,21,Germany,36.0,12.0
12499,559,1,393.72,14.582222222222223,7.239477952562673,27,1,1,2,112,Dormant,2010-05-28 15:12:00,2010-05-28 15:12:00,0,27,Germany,36.0,0.0
12500,22,19,5955.21,40.7891095890411,69.51822718982048,146,4,5,5,455,Champions,2010-02-04 15:05:00,2011-11-16 16:20:00,650,88,Germany,624.0,34.21052631578947
12501,336,1,2169.39,14.559664429530201,11.642558487285982,149,2,1,4,214,Dormant,2011-01-07 12:28:00,2011-01-07 12:28:00,0,149,Germany,144.0,0.0
12502,95,5,3723.87,25.332448979591835,29.728509806771058,147,3,4,5,345,Standard,2011-02-03 10:41:00,2011-09-05 11:52:00,214,102,Spain,196.0,42.8
12503,583,1,1126.0,563.0,470.93311627024065,2,1,1,3,113,Dormant,2010-05-04 13:59:00,2010-05-04 13:59:00,0,2,Spain,896.0,0.0
12504,17,4,779.05,38.9525,34.74149829738735,20,5,3,3,533,Loyal,2010-04-22 10:24:00,2011-11-21 16:02:00,578,11,Germany,131.39999999999998,144.5
12505,408,1,955.2,22.742857142857144,24.162507672083304,42,2,1,3,213,Dormant,2010-10-27 09:18:00,2010-10-27 09:18:00,0,42,Italy,168.0,0.0
