Customer ID,ChurnScore,IsChurned
17938,1.0,1
17933,1.0,1
17927,1.0,1
17926,1.0,1
17923,1.0,1
17922,1.0,1
17918,1.0,1
17916,1.0,1
17915,1.0,1
12616,1.0,1
12614,1.0,1
12608,1.0,1
17912,1.0,1
17910,1.0,1
17909,1.0,1
17908,1.0,1
17907,1.0,1
17906,1.0,1
17903,1.0,1
17902,1.0,1
17900,1.0,1
17893,1.0,1
17891,1.0,1
17890,1.0,1
17889,1.0,1
17887,1.0,1
12636,1.0,1
12634,1.0,1
12632,1.0,1
12629,1.0,1
12624,1.0,1
12623,1.0,1
12622,1.0,1
17882,1.0,1
17881,1.0,1
17880,1.0,1
17877,1.0,1
17876,1.0,1
17875,1.0,1
17874,1.0,1
17872,1.0,1
17869,1.0,1
17868,1.0,1
12652,1.0,1
12651,1.0,1
12641,1.0,1
17862,1.0,1
17860,1.0,1
17859,1.0,1
17855,1.0,1
17853,1.0,1
17851,1.0,1
17849,1.0,1
17847,1.0,1
17845,1.0,1
17843,1.0,1
17842,1.0,1
17840,1.0,1
12666,1.0,1
12665,1.0,1
12663,1.0,1
12661,1.0,1
12655,1.0,1
17834,1.0,1
17833,1.0,1
17829,1.0,1
17826,1.0,1
17825,1.0,1
17823,1.0,1
17822,1.0,1
17821,1.0,1
17820,1.0,1
12677,1.0,1
12675,1.0,1
12672,1.0,1
12671,1.0,1
17818,1.0,1
17815,1.0,1
17814,1.0,1
17810,1.0,1
17808,1.0,1
17807,1.0,1
17804,1.0,1
17803,1.0,1
17801,1.0,1
17798,1.0,1
17792,1.0,1
17789,1.0,1
12699,1.0,1
12698,1.0,1
12696,1.0,1
12693,1.0,1
12692,1.0,1
12690,1.0,1
12687,1.0,1
12686,1.0,1
17784,1.0,1
17782,1.0,1
17781,1.0,1
17780,1.0,1
17778,1.0,1
17776,1.0,1
17775,1.0,1
17773,1.0,1
12711,1.0,1
12707,1.0,1
17766,1.0,1
17765,1.0,1
17762,1.0,1
17756,1.0,1
17753,1.0,1
17752,1.0,1
17751,1.0,1
17748,1.0,1
17747,1.0,1
17746,1.0,1
17745,1.0,1
17743,1.0,1
17741,1.0,1
17740,1.0,1
12734,1.0,1
12733,1.0,1
12730,1.0,1
12725,1.0,1
17732,1.0,1
17729,1.0,1
17726,1.0,1
17721,1.0,1
17718,1.0,1
17717,1.0,1
17714,1.0,1
17713,1.0,1
17710,1.0,1
17709,1.0,1
17708,1.0,1
12746,1.0,1
12745,1.0,1
12743,1.0,1
12742,1.0,1
12741,1.0,1
12738,1.0,1
12737,1.0,1
12736,1.0,1
12735,1.0,1
17704,1.0,1
17701,1.0,1
17699,1.0,1
17698,1.0,1
17697,1.0,1
17695,1.0,1
17691,1.0,1
12765,1.0,1
12764,1.0,1
12761,1.0,1
12760,1.0,1
12754,1.0,1
12751,1.0,1
17689,1.0,1
17688,1.0,1
17687,1.0,1
17681,1.0,1
17678,1.0,1
17670,1.0,1
17665,1.0,1
17662,1.0,1
17657,1.0,1
12780,1.0,1
12777,1.0,1
12776,1.0,1
12773,1.0,1
12771,1.0,1
12770,1.0,1
12769,1.0,1
12768,1.0,1
12767,1.0,1
17654,1.0,1
17646,1.0,1
17643,1.0,1
17639,1.0,1
17638,1.0,1
17635,1.0,1
17630,1.0,1
17627,1.0,1
17626,1.0,1
17622,1.0,1
12797,1.0,1
12796,1.0,1
12793,1.0,1
12792,1.0,1
12791,1.0,1
12790,1.0,1
12788,1.0,1
12786,1.0,1
12785,1.0,1
17619,1.0,1
17617,1.0,1
17615,1.0,1
17607,1.0,1
17606,1.0,1
12813,1.0,1
12811,1.0,1
12810,1.0,1
12807,1.0,1
12806,1.0,1
12805,1.0,1
12804,1.0,1
12803,1.0,1
12802,1.0,1
12801,1.0,1
12800,1.0,1
12799,1.0,1
17605,1.0,1
17604,1.0,1
17601,1.0,1
17599,1.0,1
17598,1.0,1
17592,1.0,1
12829,1.0,1
12825,1.0,1
12821,1.0,1
12819,1.0,1
12818,1.0,1
12817,1.0,1
12816,1.0,1
12815,1.0,1
17588,1.0,1
17587,1.0,1
17586,1.0,1
17583,1.0,1
17582,1.0,1
17580,1.0,1
17578,1.0,1
17577,1.0,1
17575,1.0,1
17574,1.0,1
12846,1.0,1
12845,1.0,1
12835,1.0,1
12834,1.0,1
12833,1.0,1
12831,1.0,1
17570,1.0,1
17569,1.0,1
17568,1.0,1
17565,1.0,1
17563,1.0,1
17560,1.0,1
17559,1.0,1
17558,1.0,1
12862,1.0,1
12861,1.0,1
12860,1.0,1
12859,1.0,1
12858,1.0,1
12857,1.0,1
12853,1.0,1
12852,1.0,1
12850,1.0,1
12848,1.0,1
17556,1.0,1
17551,1.0,1
17550,1.0,1
17544,1.0,1
17543,1.0,1
12878,1.0,1
12875,1.0,1
12874,1.0,1
12873,1.0,1
12870,1.0,1
12869,1.0,1
12866,1.0,1
17539,1.0,1
17536,1.0,1
17535,1.0,1
17533,1.0,1
17532,1.0,1
17529,1.0,1
17525,1.0,1
12894,1.0,1
12892,1.0,1
12889,1.0,1
12888,1.0,1
12887,1.0,1
12881,1.0,1
12880,1.0,1
17524,1.0,1
17518,1.0,1
17517,1.0,1
17508,1.0,1
17507,1.0,1
17504,1.0,1
17501,1.0,1
17499,1.0,1
17497,1.0,1
17496,1.0,1
17494,1.0,1
17493,1.0,1
12911,1.0,1
12907,1.0,1
12905,1.0,1
12903,1.0,1
12902,1.0,1
12900,1.0,1
12899,1.0,1
12897,1.0,1
17492,1.0,1
17488,1.0,1
17487,1.0,1
17486,1.0,1
17484,1.0,1
17482,1.0,1
17479,1.0,1
17478,1.0,1
17477,1.0,1
17476,1.0,1
12927,1.0,1
12926,1.0,1
12922,1.0,1
12915,1.0,1
12914,1.0,1
17474,1.0,1
17473,1.0,1
17471,1.0,1
17467,1.0,1
17465,1.0,1
17464,1.0,1
12943,1.0,1
12942,1.0,1
12941,1.0,1
12934,1.0,1
12932,1.0,1
17456,1.0,1
17455,1.0,1
17443,1.0,1
17441,1.0,1
17438,1.0,1
17437,1.0,1
17435,1.0,1
17431,1.0,1
17417,1.0,1
17413,1.0,1
17407,1.0,1
17406,1.0,1
17401,1.0,1
17398,1.0,1
17394,1.0,1
17393,1.0,1
17392,1.0,1
12959,1.0,1
12958,1.0,1
12954,1.0,1
12946,1.0,1
12945,1.0,1
17390,1.0,1
17380,1.0,1
17378,1.0,1
17375,1.0,1
17374,1.0,1
17369,1.0,1
17367,1.0,1
17366,1.0,1
17363,1.0,1
17362,1.0,1
12975,1.0,1
12974,1.0,1
12973,1.0,1
12972,1.0,1
12969,1.0,1
12968,1.0,1
12967,1.0,1
12964,1.0,1
12961,1.0,1
12960,1.0,1
17358,1.0,1
17356,1.0,1
17355,1.0,1
12988,1.0,1
12986,1.0,1
12983,1.0,1
12979,1.0,1
12978,1.0,1
12977,1.0,1
12976,1.0,1
17343,1.0,1
17342,1.0,1
17336,1.0,1
17335,1.0,1
17334,1.0,1
17332,1.0,1
17328,1.0,1
13007,1.0,1
13002,1.0,1
12999,1.0,1
12998,1.0,1
12996,1.0,1
12992,1.0,1
17327,1.0,1
17326,1.0,1
17325,1.0,1
17322,1.0,1
17319,1.0,1
17318,1.0,1
17316,1.0,1
17312,1.0,1
17308,1.0,1
17307,1.0,1
17305,1.0,1
17304,1.0,1
17303,1.0,1
17300,1.0,1
17298,1.0,1
17296,1.0,1
13022,1.0,1
13019,1.0,1
13011,1.0,1
13010,1.0,1
13009,1.0,1
13008,1.0,1
17294,1.0,1
17292,1.0,1
17291,1.0,1
17285,1.0,1
17283,1.0,1
17281,1.0,1
17280,1.0,1
13039,1.0,1
13036,1.0,1
13033,1.0,1
13025,1.0,1
13024,1.0,1
17278,1.0,1
17277,1.0,1
17276,1.0,1
17275,1.0,1
17273,1.0,1
17271,1.0,1
17270,1.0,1
17269,1.0,1
17264,1.0,1
13056,1.0,1
13053,1.0,1
13052,1.0,1
13051,1.0,1
13044,1.0,1
13043,1.0,1
13042,1.0,1
13041,1.0,1
17261,1.0,1
17260,1.0,1
17257,1.0,1
17249,1.0,1
17246,1.0,1
17245,1.0,1
17241,1.0,1
17239,1.0,1
17234,1.0,1
13072,1.0,1
13071,1.0,1
13070,1.0,1
13065,1.0,1
13063,1.0,1
13062,1.0,1
13060,1.0,1
13059,1.0,1
13057,1.0,1
17226,1.0,1
17225,1.0,1
17224,1.0,1
17223,1.0,1
17216,1.0,1
13088,1.0,1
13087,1.0,1
13086,1.0,1
13085,1.0,1
13084,1.0,1
13076,1.0,1
13075,1.0,1
13074,1.0,1
13073,1.0,1
17215,1.0,1
17212,1.0,1
17210,1.0,1
17209,1.0,1
17208,1.0,1
17207,1.0,1
17202,1.0,1
17200,1.0,1
13105,1.0,1
13101,1.0,1
13096,1.0,1
13093,1.0,1
17199,1.0,1
17196,1.0,1
17195,1.0,1
17194,1.0,1
17192,1.0,1
17187,1.0,1
17185,1.0,1
17184,1.0,1
17182,1.0,1
17178,1.0,1
17177,1.0,1
17176,1.0,1
17174,1.0,1
17171,1.0,1
17170,1.0,1
17168,1.0,1
13121,1.0,1
13120,1.0,1
13119,1.0,1
13116,1.0,1
13114,1.0,1
13112,1.0,1
13111,1.0,1
13108,1.0,1
17167,1.0,1
17165,1.0,1
17161,1.0,1
17156,1.0,1
17152,1.0,1
13135,1.0,1
13129,1.0,1
13128,1.0,1
13123,1.0,1
17151,1.0,1
17150,1.0,1
17149,1.0,1
17145,1.0,1
17143,1.0,1
17142,1.0,1
17141,1.0,1
17140,1.0,1
17138,1.0,1
17136,1.0,1
13152,1.0,1
13150,1.0,1
13144,1.0,1
13143,1.0,1
17132,1.0,1
17129,1.0,1
17128,1.0,1
17124,1.0,1
17123,1.0,1
17122,1.0,1
17121,1.0,1
17120,1.0,1
17118,1.0,1
17117,1.0,1
17116,1.0,1
17113,1.0,1
17112,1.0,1
17108,1.0,1
17106,1.0,1
17105,1.0,1
17104,1.0,1
17103,1.0,1
13166,1.0,1
13164,1.0,1
13163,1.0,1
13161,1.0,1
13156,1.0,1
13154,1.0,1
17102,1.0,1
17099,1.0,1
17098,1.0,1
17094,1.0,1
17093,1.0,1
17089,1.0,1
17087,1.0,1
13185,1.0,1
13181,1.0,1
13180,1.0,1
13179,1.0,1
13172,1.0,1
17077,1.0,1
17074,1.0,1
17072,1.0,1
17067,1.0,1
17066,1.0,1
17065,1.0,1
17062,1.0,1
17060,1.0,1
17057,1.0,1
17056,1.0,1
17055,1.0,1
13201,1.0,1
13197,1.0,1
13195,1.0,1
13194,1.0,1
13191,1.0,1
13190,1.0,1
17053,1.0,1
17051,1.0,1
17040,1.0,1
17039,1.0,1
17036,1.0,1
17035,1.0,1
17032,1.0,1
17028,1.0,1
17023,1.0,1
13216,1.0,1
13215,1.0,1
13206,1.0,1
13204,1.0,1
13202,1.0,1
17020,1.0,1
17016,1.0,1
17012,1.0,1
17009,1.0,1
17008,1.0,1
17005,1.0,1
17003,1.0,1
17000,1.0,1
16997,1.0,1
16993,1.0,1
16991,1.0,1
16990,1.0,1
13234,1.0,1
13229,1.0,1
13227,1.0,1
13226,1.0,1
13223,1.0,1
13222,1.0,1
13221,1.0,1
13219,1.0,1
16980,1.0,1
16977,1.0,1
16976,1.0,1
16974,1.0,1
16973,1.0,1
16972,1.0,1
13250,1.0,1
13243,1.0,1
13242,1.0,1
13241,1.0,1
13239,1.0,1
13237,1.0,1
13235,1.0,1
16970,1.0,1
16967,1.0,1
16965,1.0,1
16964,1.0,1
16962,1.0,1
16961,1.0,1
16958,1.0,1
16957,1.0,1
16955,1.0,1
13264,1.0,1
13262,1.0,1
13261,1.0,1
13257,1.0,1
13254,1.0,1
13252,1.0,1
13251,1.0,1
16948,1.0,1
16946,1.0,1
16944,1.0,1
16943,1.0,1
16941,1.0,1
16939,1.0,1
16937,1.0,1
16935,1.0,1
16926,1.0,1
16925,1.0,1
13281,1.0,1
13275,1.0,1
13274,1.0,1
13270,1.0,1
16920,1.0,1
16917,1.0,1
16913,1.0,1
16911,1.0,1
16908,1.0,1
16902,1.0,1
16901,1.0,1
16897,1.0,1
16896,1.0,1
16890,1.0,1
16889,1.0,1
16888,1.0,1
16886,1.0,1
16883,1.0,1
16876,1.0,1
16874,1.0,1
13299,1.0,1
13296,1.0,1
13295,1.0,1
13294,1.0,1
13293,1.0,1
13291,1.0,1
13290,1.0,1
13289,1.0,1
13288,1.0,1
13287,1.0,1
13286,1.0,1
13284,1.0,1
13315,1.0,1
13312,1.0,1
13307,1.0,1
13306,1.0,1
13304,1.0,1
13303,1.0,1
13302,1.0,1
13301,1.0,1
16870,1.0,1
16868,1.0,1
16867,1.0,1
16866,1.0,1
16865,1.0,1
16864,1.0,1
16860,1.0,1
16858,1.0,1
13331,1.0,1
13328,1.0,1
13326,1.0,1
16857,1.0,1
16854,1.0,1
16850,1.0,1
16849,1.0,1
16845,1.0,1
16844,1.0,1
16842,1.0,1
16840,1.0,1
16838,1.0,1
16835,1.0,1
16832,1.0,1
16829,1.0,1
16827,1.0,1
13345,1.0,1
13341,1.0,1
13339,1.0,1
13338,1.0,1
13337,1.0,1
13333,1.0,1
16823,1.0,1
16822,1.0,1
16821,1.0,1
16819,1.0,1
16815,1.0,1
16812,1.0,1
16810,1.0,1
16807,1.0,1
16806,1.0,1
16805,1.0,1
16802,1.0,1
16801,1.0,1
16798,1.0,1
13361,1.0,1
13360,1.0,1
13358,1.0,1
16787,1.0,1
16786,1.0,1
16785,1.0,1
16783,1.0,1
16781,1.0,1
16772,1.0,1
16766,1.0,1
16765,1.0,1
13383,1.0,1
13380,1.0,1
13377,1.0,1
13376,1.0,1
13374,1.0,1
13371,1.0,1
13370,1.0,1
13369,1.0,1
13368,1.0,1
13367,1.0,1
16760,1.0,1
16757,1.0,1
16756,1.0,1
16754,1.0,1
16752,1.0,1
16749,1.0,1
13399,1.0,1
13398,1.0,1
13395,1.0,1
13393,1.0,1
13392,1.0,1
13391,1.0,1
13388,1.0,1
13387,1.0,1
13386,1.0,1
13385,1.0,1
16741,1.0,1
16740,1.0,1
16738,1.0,1
16736,1.0,1
16733,1.0,1
16731,1.0,1
13415,1.0,1
13414,1.0,1
13413,1.0,1
13412,1.0,1
13407,1.0,1
13406,1.0,1
13402,1.0,1
13400,1.0,1
16724,1.0,1
16721,1.0,1
16718,1.0,1
16714,1.0,1
16707,1.0,1
16704,1.0,1
16702,1.0,1
16698,1.0,1
16697,1.0,1
16696,1.0,1
13433,1.0,1
13432,1.0,1
13425,1.0,1
13424,1.0,1
13423,1.0,1
13420,1.0,1
16695,1.0,1
16692,1.0,1
16691,1.0,1
16687,1.0,1
16683,1.0,1
16679,1.0,1
16677,1.0,1
16675,1.0,1
16673,1.0,1
16665,1.0,1
16664,1.0,1
13446,1.0,1
13445,1.0,1
13444,1.0,1
13443,1.0,1
13442,1.0,1
13439,1.0,1
13438,1.0,1
16663,1.0,1
16662,1.0,1
16661,1.0,1
16658,1.0,1
16654,1.0,1
16651,1.0,1
16649,1.0,1
13465,1.0,1
13459,1.0,1
13457,1.0,1
13454,1.0,1
13452,1.0,1
16647,1.0,1
16646,1.0,1
16645,1.0,1
16644,1.0,1
16643,1.0,1
16640,1.0,1
16636,1.0,1
16635,1.0,1
16634,1.0,1
16632,1.0,1
13480,1.0,1
13479,1.0,1
13478,1.0,1
13475,1.0,1
13474,1.0,1
13472,1.0,1
13470,1.0,1
13469,1.0,1
16631,1.0,1
16630,1.0,1
16625,1.0,1
16623,1.0,1
16622,1.0,1
16619,1.0,1
16617,1.0,1
16615,1.0,1
16614,1.0,1
16611,1.0,1
16606,1.0,1
16605,1.0,1
16604,1.0,1
13498,1.0,1
13497,1.0,1
13494,1.0,1
13492,1.0,1
13490,1.0,1
13489,1.0,1
13485,1.0,1
13484,1.0,1
16599,1.0,1
16598,1.0,1
16590,1.0,1
16588,1.0,1
16587,1.0,1
16586,1.0,1
13513,1.0,1
13512,1.0,1
13511,1.0,1
13508,1.0,1
13506,1.0,1
13501,1.0,1
16583,1.0,1
16579,1.0,1
16578,1.0,1
16577,1.0,1
16576,1.0,1
16572,1.0,1
16568,1.0,1
16567,1.0,1
13530,1.0,1
13526,1.0,1
16565,1.0,1
16564,1.0,1
16559,1.0,1
16552,1.0,1
16547,1.0,1
16546,1.0,1
16544,1.0,1
16543,1.0,1
16541,1.0,1
16540,1.0,1
16538,1.0,1
16537,1.0,1
16536,1.0,1
16534,1.0,1
13547,1.0,1
13545,1.0,1
13543,1.0,1
13541,1.0,1
13540,1.0,1
13537,1.0,1
13535,1.0,1
16530,1.0,1
16529,1.0,1
16526,1.0,1
16524,1.0,1
16522,1.0,1
16517,1.0,1
16510,1.0,1
16509,1.0,1
16508,1.0,1
16507,1.0,1
16502,1.0,1
16501,1.0,1
13561,1.0,1
13556,1.0,1
13554,1.0,1
13553,1.0,1
13551,1.0,1
13550,1.0,1
16499,1.0,1
16498,1.0,1
16494,1.0,1
16492,1.0,1
16490,1.0,1
16489,1.0,1
16487,1.0,1
16486,1.0,1
16484,1.0,1
13578,1.0,1
13574,1.0,1
13572,1.0,1
13570,1.0,1
16483,1.0,1
16481,1.0,1
16476,1.0,1
16473,1.0,1
16472,1.0,1
16471,1.0,1
16467,1.0,1
16465,1.0,1
16459,1.0,1
16457,1.0,1
16453,1.0,1
16452,1.0,1
13595,1.0,1
13593,1.0,1
13586,1.0,1
13585,1.0,1
13582,1.0,1
13580,1.0,1
16449,1.0,1
16448,1.0,1
16443,1.0,1
16439,1.0,1
16437,1.0,1
16436,1.0,1
16435,1.0,1
16431,1.0,1
16428,1.0,1
16427,1.0,1
16425,1.0,1
16424,1.0,1
16421,1.0,1
13609,1.0,1
13608,1.0,1
13605,1.0,1
13604,1.0,1
13600,1.0,1
13597,1.0,1
16419,1.0,1
16417,1.0,1
16410,1.0,1
16408,1.0,1
16405,1.0,1
13625,1.0,1
13624,1.0,1
13622,1.0,1
13620,1.0,1
13619,1.0,1
13613,1.0,1
13612,1.0,1
16403,1.0,1
16402,1.0,1
16397,1.0,1
16396,1.0,1
16391,1.0,1
16390,1.0,1
16388,1.0,1
16387,1.0,1
16382,1.0,1
16381,1.0,1
16378,1.0,1
16375,1.0,1
16373,1.0,1
13642,1.0,1
13641,1.0,1
13640,1.0,1
13628,1.0,1
16371,1.0,1
16356,1.0,1
16355,1.0,1
16351,1.0,1
16349,1.0,1
16346,1.0,1
16344,1.0,1
13660,1.0,1
13659,1.0,1
13656,1.0,1
13655,1.0,1
13653,1.0,1
13649,1.0,1
13648,1.0,1
13646,1.0,1
13645,1.0,1
16339,1.0,1
16338,1.0,1
16336,1.0,1
16334,1.0,1
16331,1.0,1
16329,1.0,1
16328,1.0,1
13677,1.0,1
13676,1.0,1
13675,1.0,1
13674,1.0,1
13672,1.0,1
13671,1.0,1
13665,1.0,1
13661,1.0,1
16319,1.0,1
16315,1.0,1
16312,1.0,1
16310,1.0,1
16307,1.0,1
16306,1.0,1
16304,1.0,1
16302,1.0,1
16301,1.0,1
16300,1.0,1
16299,1.0,1
16297,1.0,1
16296,1.0,1
16294,1.0,1
16292,1.0,1
13693,1.0,1
13691,1.0,1
13688,1.0,1
13686,1.0,1
13684,1.0,1
13683,1.0,1
13679,1.0,1
16291,1.0,1
16290,1.0,1
16289,1.0,1
16288,1.0,1
16287,1.0,1
16286,1.0,1
16285,1.0,1
16282,1.0,1
16280,1.0,1
16278,1.0,1
16277,1.0,1
13707,1.0,1
13706,1.0,1
13703,1.0,1
13702,1.0,1
13701,1.0,1
13696,1.0,1
16273,1.0,1
16272,1.0,1
16270,1.0,1
16269,1.0,1
16267,1.0,1
16264,1.0,1
16263,1.0,1
16262,1.0,1
13724,1.0,1
13718,1.0,1
13716,1.0,1
13715,1.0,1
13714,1.0,1
13713,1.0,1
13712,1.0,1
13711,1.0,1
16257,1.0,1
16256,1.0,1
16254,1.0,1
16252,1.0,1
16251,1.0,1
16250,1.0,1
13740,1.0,1
13738,1.0,1
13737,1.0,1
13734,1.0,1
13733,1.0,1
13731,1.0,1
13730,1.0,1
13729,1.0,1
16238,1.0,1
16237,1.0,1
16234,1.0,1
16231,1.0,1
16230,1.0,1
16228,1.0,1
13757,1.0,1
13753,1.0,1
13752,1.0,1
13751,1.0,1
13747,1.0,1
13746,1.0,1
13744,1.0,1
16227,1.0,1
16223,1.0,1
16219,1.0,1
16217,1.0,1
16216,1.0,1
16214,1.0,1
13773,1.0,1
13770,1.0,1
13768,1.0,1
13766,1.0,1
13765,1.0,1
13762,1.0,1
16202,1.0,1
16199,1.0,1
16197,1.0,1
16196,1.0,1
16195,1.0,1
16194,1.0,1
16193,1.0,1
16192,1.0,1
16178,1.0,1
16176,1.0,1
16175,1.0,1
16174,1.0,1
16167,1.0,1
16166,1.0,1
16165,1.0,1
16163,1.0,1
13789,1.0,1
13788,1.0,1
13786,1.0,1
13785,1.0,1
13783,1.0,1
13781,1.0,1
13779,1.0,1
13778,1.0,1
13776,1.0,1
13775,1.0,1
13803,1.0,1
13800,1.0,1
13797,1.0,1
13796,1.0,1
13795,1.0,1
13794,1.0,1
13793,1.0,1
16162,1.0,1
16158,1.0,1
16155,1.0,1
16148,1.0,1
16144,1.0,1
16142,1.0,1
16138,1.0,1
16137,1.0,1
16135,1.0,1
16132,1.0,1
16130,1.0,1
16129,1.0,1
13820,1.0,1
13818,1.0,1
13809,1.0,1
13807,1.0,1
16125,1.0,1
16124,1.0,1
16117,1.0,1
16116,1.0,1
16114,1.0,1
16113,1.0,1
16111,1.0,1
16109,1.0,1
16105,1.0,1
16100,1.0,1
16097,1.0,1
13837,1.0,1
13834,1.0,1
13830,1.0,1
13829,1.0,1
13826,1.0,1
13825,1.0,1
16096,1.0,1
16095,1.0,1
16092,1.0,1
16091,1.0,1
16090,1.0,1
16089,1.0,1
16088,1.0,1
16087,1.0,1
16084,1.0,1
16083,1.0,1
16082,1.0,1
13852,1.0,1
13847,1.0,1
13843,1.0,1
13841,1.0,1
13840,1.0,1
13839,1.0,1
16078,1.0,1
16077,1.0,1
16075,1.0,1
16074,1.0,1
16073,1.0,1
16069,1.0,1
16068,1.0,1
16067,1.0,1
13864,1.0,1
13863,1.0,1
13861,1.0,1
13859,1.0,1
13857,1.0,1
13856,1.0,1
13855,1.0,1
16064,1.0,1
16060,1.0,1
16058,1.0,1
16055,1.0,1
16048,1.0,1
16047,1.0,1
16046,1.0,1
16044,1.0,1
16039,1.0,1
16037,1.0,1
16035,1.0,1
16034,1.0,1
13879,1.0,1
13874,1.0,1
13873,1.0,1
13872,1.0,1
16028,1.0,1
16022,1.0,1
16021,1.0,1
16010,1.0,1
16006,1.0,1
16004,1.0,1
16002,1.0,1
16001,1.0,1
13902,1.0,1
13900,1.0,1
13896,1.0,1
13893,1.0,1
13891,1.0,1
13889,1.0,1
13888,1.0,1
13887,1.0,1
15999,1.0,1
15995,1.0,1
15991,1.0,1
15989,1.0,1
15985,1.0,1
15982,1.0,1
15979,1.0,1
15976,1.0,1
15973,1.0,1
15972,1.0,1
15970,1.0,1
15968,1.0,1
13916,1.0,1
13913,1.0,1
13912,1.0,1
13909,1.0,1
13907,1.0,1
13906,1.0,1
13905,1.0,1
13903,1.0,1
15966,1.0,1
15964,1.0,1
15962,1.0,1
15961,1.0,1
15959,1.0,1
15956,1.0,1
15954,1.0,1
13935,1.0,1
13934,1.0,1
13933,1.0,1
13932,1.0,1
13922,1.0,1
13921,1.0,1
13920,1.0,1
15946,1.0,1
